image_id,task,n_votes,n_pos,n_neg,score,prob_usable,label
708_jpg.rf.777c3b7e82c8a5af2da3c47db6ba1ece,1_maturity_evaluation,1,1,0,1.0,0.7311,1
708_jpg.rf.bd490cb2d3c8390e12530557124b0286,1_maturity_evaluation,1,1,0,1.0,0.7311,1
708_jpg.rf.d6028f635e85e0e9d909b819f275d9b3,1_maturity_evaluation,1,1,0,1.0,0.7311,1
709_jpg.rf.0b314ccb94848b43a64605c5aa3a1e6d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
709_jpg.rf.ca095d5d25b0e9c59366678b09821cdc,1_maturity_evaluation,1,1,0,1.0,0.7311,1
709_jpg.rf.e9538d23d3adff3bf51c9da0d8398f97,1_maturity_evaluation,1,1,0,1.0,0.7311,1
70_jpg.rf.352f4779d1fdedaf856cc42d9e6c8ffd,1_maturity_evaluation,1,1,0,1.0,0.7311,1
70_jpg.rf.b34698a45e65bb86bf361bddd7ff1e65,1_maturity_evaluation,1,1,0,1.0,0.7311,1
70_jpg.rf.d45b652d3cdadee4a3d9ec04b74ab319,1_maturity_evaluation,1,1,0,1.0,0.7311,1
70_jpg.rf.da25f233c1f89a35b37b82539ec45b1a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
710_jpg.rf.60ec53549f29c7f5281d000a6cedcd1a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
711_jpg.rf.384ff07ff2e9589ac3ebc82188bfb28b,1_maturity_evaluation,1,1,0,1.0,0.7311,1
711_jpg.rf.792be6a53c586fad7c8b262fe98b6379,1_maturity_evaluation,1,1,0,1.0,0.7311,1
711_jpg.rf.bae5a12c34a5e530996825800a139f53,1_maturity_evaluation,1,1,0,1.0,0.7311,1
712_jpg.rf.7e0a0b8f3289327eb95f3a8580928667,1_maturity_evaluation,1,1,0,1.0,0.7311,1
712_jpg.rf.9739f244badf78958917670840d48996,1_maturity_evaluation,1,1,0,1.0,0.7311,1
712_jpg.rf.e508e1102084cf87dfd8ec97ebcbaaac,1_maturity_evaluation,1,1,0,1.0,0.7311,1
713_jpg.rf.5b815bd6bdf3b29074453947269bb20f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
714_jpg.rf.cd5ae7fc3335a8659e318d3b0612ef5e,1_maturity_evaluation,1,1,0,1.0,0.7311,1
716_jpg.rf.1cb9462942f1946194489cada28cf82d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
716_jpg.rf.4c7cd32032120b8b1c2596fff713ca28,1_maturity_evaluation,1,1,0,1.0,0.7311,1
716_jpg.rf.72027b8ee87cab7bbf230d2a8f5e932c,1_maturity_evaluation,1,1,0,1.0,0.7311,1
717_jpg.rf.05ee4a3883c73e3e7e35a16b5d30651f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
717_jpg.rf.35a8fdaaf219ca56d08e144e027a7031,1_maturity_evaluation,1,1,0,1.0,0.7311,1
717_jpg.rf.6eb1ab9056accc8464d54132ca1fa265,1_maturity_evaluation,1,1,0,1.0,0.7311,1
718_jpg.rf.23047ea4a26eeecb5d70b2db7d6c86b9,1_maturity_evaluation,1,1,0,1.0,0.7311,1
718_jpg.rf.3d4715a660b187b3bc1fd9e348dca74f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
718_jpg.rf.43f878f1eff67d66ddfc1edcceaf39e6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
719_jpg.rf.8f001b3faf658293c2d19111a385f3f8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
71_jpg.rf.1c50a796cdb0b51a14f2f176d39c2988,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
71_jpg.rf.935ca8ae0a3aa33281b013a062acd954,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
71_jpg.rf.fbfbd87194638069a91b0818792b31db,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
720_jpg.rf.1c6c5e5c34865846dfc4dba006a93043,1_maturity_evaluation,1,1,0,1.0,0.7311,1
721_jpg.rf.4d0734c31e6de0559b311e9f3482334f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
722_jpg.rf.2f3b34b174d7c83bef0186f391e0dfb8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
722_jpg.rf.ac087a24b01f93b2967269fad9b755fb,1_maturity_evaluation,1,1,0,1.0,0.7311,1
722_jpg.rf.f6f6f27cc83855d2372f349b9dbfc827,1_maturity_evaluation,1,1,0,1.0,0.7311,1
723_jpg.rf.23b196786dbf40503cab5829dd882c01,1_maturity_evaluation,1,1,0,1.0,0.7311,1
723_jpg.rf.3c1a9398d07e062cd4008e5f15905701,1_maturity_evaluation,1,1,0,1.0,0.7311,1
723_jpg.rf.d8ca038e8ec78861bc66bae3944de56a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
724_jpg.rf.561a584fa8036f65cca8a2d4793dc278,1_maturity_evaluation,1,1,0,1.0,0.7311,1
725_jpg.rf.17f6a6ac3b6495cbf4aeac8a61378c06,1_maturity_evaluation,1,1,0,1.0,0.7311,1
725_jpg.rf.6351ae6fa2a51fb660bed02798d42f5a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
725_jpg.rf.8e715c435a392f054be3d2a3306a837d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
726_jpg.rf.84e1cf10e71211380586a1856256141e,1_maturity_evaluation,1,1,0,1.0,0.7311,1
726_jpg.rf.8b3e41a7f52851bf1926513d4a672ed5,1_maturity_evaluation,1,1,0,1.0,0.7311,1
726_jpg.rf.9ce4d7cf5b957e69ed29fb6cbd064e69,1_maturity_evaluation,1,1,0,1.0,0.7311,1
727_jpg.rf.be0b1d765a5e32bde439e21cbed69f70,1_maturity_evaluation,1,1,0,1.0,0.7311,1
728_jpg.rf.26f54f3140937435b4a68c301286ea32,1_maturity_evaluation,1,1,0,1.0,0.7311,1
728_jpg.rf.3dc58653f29f305123496c97ea9376da,1_maturity_evaluation,1,1,0,1.0,0.7311,1
728_jpg.rf.d66ebcd0833e8037e9c99feae7464cc8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
729_jpg.rf.2dbd1c53108b0e81997f4587823837c3,1_maturity_evaluation,1,1,0,1.0,0.7311,1
72_jpg.rf.104e6b9a1a1e49d01b8e6df6023d0267,1_maturity_evaluation,1,1,0,1.0,0.7311,1
72_jpg.rf.444f165b9d18187720f77a478f734aaa,1_maturity_evaluation,1,1,0,1.0,0.7311,1
72_jpg.rf.d0e1a0e2a34c8555fe1536f0635b26c8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
730_jpg.rf.4f3737a2903f2977ac77a9a0f23570d6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
731_jpg.rf.1cf0551decaa94b3946c94647b08bcf9,1_maturity_evaluation,1,1,0,1.0,0.7311,1
732_jpg.rf.30cffc07083b4ac771c53383970bf763,1_maturity_evaluation,1,1,0,1.0,0.7311,1
732_jpg.rf.4d164922ca16973a47de3365905a524a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
732_jpg.rf.9d1e04c01f5e48e19b82b36782286cda,1_maturity_evaluation,1,1,0,1.0,0.7311,1
733_jpg.rf.ca40ebb7eccaab3a236aa9110feab1a5,1_maturity_evaluation,1,1,0,1.0,0.7311,1
733_jpg.rf.db1e7f131b5de4f8cf9f93f8c210e74d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
733_jpg.rf.ef7af416b8929e262017fbb3fc350867,1_maturity_evaluation,1,1,0,1.0,0.7311,1
734_jpg.rf.206fe550cee485c11a1daac0750926c8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
734_jpg.rf.cc287ef48a2455988aeb689e3a3895db,1_maturity_evaluation,1,1,0,1.0,0.7311,1
734_jpg.rf.da8ef7fa0ad8b6b2bd8fe7aad94df478,1_maturity_evaluation,1,1,0,1.0,0.7311,1
736_jpg.rf.21603b63999ebce50e1372f53d920366,1_maturity_evaluation,1,1,0,1.0,0.7311,1
736_jpg.rf.42a5e60355b8649ba547e0e7646e52ce,1_maturity_evaluation,1,1,0,1.0,0.7311,1
736_jpg.rf.ad448dfb280d6be61e9906b22c6467c1,1_maturity_evaluation,1,1,0,1.0,0.7311,1
737_jpg.rf.0ded242b8f699b08ec4dbc0d0dd4b54f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
738_jpg.rf.424f2a820b00ebcd35e05755dcf82614,1_maturity_evaluation,1,1,0,1.0,0.7311,1
738_jpg.rf.9985279ec9ef5fad6a63745a5866365b,1_maturity_evaluation,1,1,0,1.0,0.7311,1
738_jpg.rf.ead07fcc5f8432c0fd1a065fb529d1e5,1_maturity_evaluation,1,1,0,1.0,0.7311,1
739_jpg.rf.12c136e156851c3adb93492497f9bde3,1_maturity_evaluation,1,1,0,1.0,0.7311,1
739_jpg.rf.4eb176d76b48a04fd16473b26ee565bf,1_maturity_evaluation,1,1,0,1.0,0.7311,1
739_jpg.rf.c5a92e4b4ed0dc02b366a1b1d4f8c44a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
73_jpg.rf.9ef871b55af54ae9bf4566252579514d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
740_jpg.rf.900ea7973052a24fb9ebd0313f240526,1_maturity_evaluation,1,1,0,1.0,0.7311,1
742_jpg.rf.8a4681834c3d73fc82e66e395e19eef6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
742_jpg.rf.c76254ed85d7d169c6cf3c0e6c8f68b9,1_maturity_evaluation,1,1,0,1.0,0.7311,1
742_jpg.rf.f0aad9e96c528df5ee276765fbb4d3bb,1_maturity_evaluation,1,1,0,1.0,0.7311,1
743_jpg.rf.ec8bc9fc52b4e6a6fdba806e64d95bd8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
743_jpg.rf.f1d6138d2db9839bf1c5c946adb92946,1_maturity_evaluation,1,1,0,1.0,0.7311,1
743_jpg.rf.f6961e11cc59419a622ced3dff90eef5,1_maturity_evaluation,1,1,0,1.0,0.7311,1
744_jpg.rf.b082de700a03d7d48a14cff5374d3481,1_maturity_evaluation,1,1,0,1.0,0.7311,1
745_jpg.rf.10bfd38f4d6867397b482d16683c1674,1_maturity_evaluation,1,1,0,1.0,0.7311,1
745_jpg.rf.3f68c4a3bd54dfa1b25cd28c0411aa70,1_maturity_evaluation,1,1,0,1.0,0.7311,1
745_jpg.rf.7a5848e25772a367fc86de537d4fd607,1_maturity_evaluation,1,1,0,1.0,0.7311,1
747_jpg.rf.54d262b5643971ceccd913272ca0f6c0,1_maturity_evaluation,1,1,0,1.0,0.7311,1
747_jpg.rf.6e74305bf2a031c32b6e6741016d79b6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
747_jpg.rf.7e97565abe6f5d565825581117b87037,1_maturity_evaluation,1,1,0,1.0,0.7311,1
748_jpg.rf.682425bc996dd9267e812025f251e96c,1_maturity_evaluation,1,1,0,1.0,0.7311,1
748_jpg.rf.b92428d35160edcefe02315b6c74ce55,1_maturity_evaluation,1,1,0,1.0,0.7311,1
748_jpg.rf.e79c2baca1c8e9f6faf395d455f16c8f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
749_jpg.rf.1737ea66f361d7cdfafd1379b1a5f668,1_maturity_evaluation,1,1,0,1.0,0.7311,1
749_jpg.rf.28a1c1f2a96bb88fc04c8692aba26571,1_maturity_evaluation,1,1,0,1.0,0.7311,1
749_jpg.rf.9bc11f47f4ec1717b19208c5bde47ccb,1_maturity_evaluation,1,1,0,1.0,0.7311,1
750_jpg.rf.3547caf16ca62c821360a6c347b325b2,1_maturity_evaluation,1,1,0,1.0,0.7311,1
750_jpg.rf.3e34bc3c89e982d205d688e24eabb7a9,1_maturity_evaluation,1,1,0,1.0,0.7311,1
750_jpg.rf.e603228b83813458e2fc23e336fae8dc,1_maturity_evaluation,1,1,0,1.0,0.7311,1
751_jpg.rf.6073c3463e98d79a65dd287979a69cd6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
751_jpg.rf.b29a1c59e583af929fe8117581d53eb2,1_maturity_evaluation,1,1,0,1.0,0.7311,1
751_jpg.rf.e707676416bb16af4f5d1287b8568afc,1_maturity_evaluation,1,1,0,1.0,0.7311,1
752_jpg.rf.c8e8b9db474c4336c3c1e7b9c93e5688,1_maturity_evaluation,1,1,0,1.0,0.7311,1
753_jpg.rf.3fcbd882d6fd64462939b10743b3741b,1_maturity_evaluation,1,1,0,1.0,0.7311,1
754_jpg.rf.cafe64543350a6caadfa127faab140b5,1_maturity_evaluation,1,1,0,1.0,0.7311,1
755_jpg.rf.05858db5cd24f4dd6c7e35905d81a1b8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
755_jpg.rf.63c5f56d0fb4df790aa5627e385e57d6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
755_jpg.rf.ca2c7b403df53d1ae86a97bf8bdd6540,1_maturity_evaluation,1,1,0,1.0,0.7311,1
756_jpg.rf.6310ca62273111c54bd451111b485f7d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
756_jpg.rf.79207623c7a1571426f3b878868a3d10,1_maturity_evaluation,1,1,0,1.0,0.7311,1
756_jpg.rf.a88098c064736b06c01ebe97f4036ed9,1_maturity_evaluation,1,1,0,1.0,0.7311,1
757_jpg.rf.22ac0c9431289496601e452c8607b49b,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
757_jpg.rf.a576301b7761bd58bfd6341821135a14,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
757_jpg.rf.bf1f1759e8322d7034a7a6e7f8a3a258,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
758_jpg.rf.43cbab9d8140cf0a9fc68c885a9e4cd0,1_maturity_evaluation,1,1,0,1.0,0.7311,1
758_jpg.rf.676bccf60bd7aab443ff1458c3503c2d,1_maturity_evaluation,1,1,0,1.0,0.7311,1
758_jpg.rf.93e8bc629e1a7c9c153b3b4b39e5e96c,1_maturity_evaluation,1,1,0,1.0,0.7311,1
759_jpg.rf.438a83fcceb26e7bfe098373f5177db1,1_maturity_evaluation,1,1,0,1.0,0.7311,1
759_jpg.rf.67ad8333fc1189ba94ae171def00c108,1_maturity_evaluation,1,1,0,1.0,0.7311,1
759_jpg.rf.bbb52dea6fed4b35970d2bc6952da6b6,1_maturity_evaluation,1,1,0,1.0,0.7311,1
75_jpg.rf.a3aa9842ff3c0776a7ba6412ede7184f,1_maturity_evaluation,1,1,0,1.0,0.7311,1
75_jpg.rf.b9970a039c1275c06ae5d2ebc40c927e,1_maturity_evaluation,1,1,0,1.0,0.7311,1
75_jpg.rf.f0cde20dfe3cf7ebc9ce05b56f577b5a,1_maturity_evaluation,1,1,0,1.0,0.7311,1
760_jpg.rf.21d3a052345e5adb8120bafa08742120,1_maturity_evaluation,1,1,0,1.0,0.7311,1
760_jpg.rf.935a3e872ed5b7887d3faeafd7a16cac,1_maturity_evaluation,1,1,0,1.0,0.7311,1
760_jpg.rf.b7376193a778fc40b4630b1b4b2a59c8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
77_jpg.rf.2065235ede5ee2840e03a3f5ba601ff2,1_maturity_evaluation,1,1,0,1.0,0.7311,1
77_jpg.rf.f0b46e11670d4c946e54c142fd3d1ba3,1_maturity_evaluation,1,1,0,1.0,0.7311,1
77_jpg.rf.f90d09593bdc4b17158ed91446cc8e99,1_maturity_evaluation,1,1,0,1.0,0.7311,1
78_jpg.rf.730181db81978efc9b1228db75137fa3,1_maturity_evaluation,1,1,0,1.0,0.7311,1
78_jpg.rf.80cc1e07c1ff036ab269e2490aa7d5cc,1_maturity_evaluation,1,1,0,1.0,0.7311,1
78_jpg.rf.860cf6edf966e2b7607b4c205f91d770,1_maturity_evaluation,1,1,0,1.0,0.7311,1
79_jpg.rf.1630b9c10b69cc07ee086fd24e59d124,1_maturity_evaluation,1,1,0,1.0,0.7311,1
79_jpg.rf.778532524e0d262bd469d1a79c70acb8,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
79_jpg.rf.7cb13bc0517b8c22c713479c91fb7c10,1_maturity_evaluation,1,1,0,1.0,0.7311,1
7_jpg.rf.093e05a1474afcd8e6a4acbdb20d4348,1_maturity_evaluation,1,1,0,1.0,0.7311,1
7_jpg.rf.dd827dff8a5462c5946917a6f778fd54,1_maturity_evaluation,1,1,0,1.0,0.7311,1
7_jpg.rf.f8874e75c5ac784b374f7c4fa4e862b2,1_maturity_evaluation,1,1,0,1.0,0.7311,1
80_jpg.rf.a47f0b5f1ca0d81682fecd02aba92db5,1_maturity_evaluation,1,1,0,1.0,0.7311,1
81_jpg.rf.0beadb2a8ccdad59cc7dabd237cef178,1_maturity_evaluation,1,1,0,1.0,0.7311,1
81_jpg.rf.6b73b4f2086bdf52f22229b26e49abbf,1_maturity_evaluation,1,1,0,1.0,0.7311,1
81_jpg.rf.82e766bb96d4584790b6fb83e898928b,1_maturity_evaluation,1,1,0,1.0,0.7311,1
82_jpg.rf.c793332578c30e12f7c9f3864db76bf8,1_maturity_evaluation,1,1,0,1.0,0.7311,1
83_jpg.rf.03a5bf00b973a837e57436b022b96c64,1_maturity_evaluation,1,1,0,1.0,0.7311,1
83_jpg.rf.2a820191637902f7541ccde6949b3451,1_maturity_evaluation,1,1,0,1.0,0.7311,1
83_jpg.rf.396d1f1926d366e6c243f0082be75225,1_maturity_evaluation,1,1,0,1.0,0.7311,1
84_jpg.rf.9d0b44c6b837a76fa6f413c5a4b1f1bb,1_maturity_evaluation,1,1,0,1.0,0.7311,1
85_jpg.rf.8d2d5ea75e6701843381e74b682a9b28,1_maturity_evaluation,1,1,0,1.0,0.7311,1
85_jpg.rf.91a4a56ad6f78868ab7aed877f5dd575,1_maturity_evaluation,1,1,0,1.0,0.7311,1
85_jpg.rf.d3ee2c13b0521dfe37dfebc83cde8217,1_maturity_evaluation,1,1,0,1.0,0.7311,1
87_jpg.rf.3acdd93d68f0d178c66e22d05aeffe7c,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
87_jpg.rf.8d9555d3708bc9623a387ab85150ae88,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
87_jpg.rf.facce9ddb9d5f1ecb78df64046fff026,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
88_jpg.rf.08ec1f6f2f0d6170b4fc018f72a12543,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
88_jpg.rf.64e396f149eae2b937efb90ea8ab9bc5,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
88_jpg.rf.904f5ac1f3c36c8f96ebf8d5555d6b9f,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
89_jpg.rf.0ef84b970f393e9a3ac7d374e4659da2,1_maturity_evaluation,1,1,0,1.0,0.7311,1
90_jpg.rf.1a6838e653005182b1cfc4bc1e7deafe,1_maturity_evaluation,1,1,0,1.0,0.7311,1
90_jpg.rf.2a0c57b5f16994217ecdd1e4a86ca3e3,1_maturity_evaluation,1,1,0,1.0,0.7311,1
90_jpg.rf.6aa3c5bc9cb6b081e4b1b67ece8840dd,1_maturity_evaluation,1,1,0,1.0,0.7311,1
92_jpg.rf.7f7906813c1f56aaac11cbe054a58862,1_maturity_evaluation,1,1,0,1.0,0.7311,1
93_jpg.rf.c622126f61d3d5d69591f2017d7f7dff,1_maturity_evaluation,1,1,0,1.0,0.7311,1
94_jpg.rf.5dffe0919badb645ea5a74f8cf6ee3cd,1_maturity_evaluation,1,1,0,1.0,0.7311,1
95_jpg.rf.44e48ae91f0356f81c38ebf5cdda7b21,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
96_jpg.rf.40719d3479ded3a2c22f218ba2757bdf,1_maturity_evaluation,1,1,0,1.0,0.7311,1
96_jpg.rf.8bdcf4b751ef28a95899323aed07f4fd,1_maturity_evaluation,1,1,0,1.0,0.7311,1
96_jpg.rf.9958e8ea202d4dfe8bdba64a9495a25c,1_maturity_evaluation,1,1,0,1.0,0.7311,1
97_jpg.rf.4fe256e1f180056c381244c4d93aceee,1_maturity_evaluation,1,1,0,1.0,0.7311,1
98_jpg.rf.082d1f6b8f63bdfe6800425ea6f3944e,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
98_jpg.rf.404a86337bd6de1acc1e55a5004d5bdf,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
98_jpg.rf.a8f86f0fb439ae33ee458c57b7d6ad6c,1_maturity_evaluation,1,1,0,1.0,0.7311,1
99_jpg.rf.8e07578fe8014e6876ca231fc14dbd93,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
99_jpg.rf.f7c0f5ffdff86be74832fc0f77f2ccea,1_maturity_evaluation,1,0,1,-1.0,0.2689,0
9_jpg.rf.6982a158c6d0332b5e892c4f42fe6de2,1_maturity_evaluation,1,1,0,1.0,0.7311,1
9_jpg.rf.94022d2815be6ae744632e34323ecfc9,1_maturity_evaluation,1,1,0,1.0,0.7311,1
9_jpg.rf.bd93a8741b71624dd451324e642dd8ae,1_maturity_evaluation,1,1,0,1.0,0.7311,1
BudRootDropping001,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping002,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping003,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping004,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping005,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping006,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping007,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping008,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping009,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping010,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping011,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping012,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping013,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping014,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping015,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping016,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping017,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping018,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping019,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping020,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping021,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping022,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping023,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping024,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping025,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping026,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping027,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping028,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping029,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping030,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping031,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping032,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping033,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping034,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping035,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping036,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping037,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping038,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping039,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping040,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping041,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping042,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping043,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping044,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping045,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping046,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping047,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping048,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping049,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping050,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping051,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping052,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping053,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping054,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping055,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping056,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping057,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping058,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping059,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping060,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping061,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping062,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping063,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping064,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping065,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping066,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping067,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping068,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping069,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping070,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping071,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping072,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping073,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping074,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping075,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping076,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping077,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping078,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping079,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping080,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping081,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping082,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping083,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping084,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping085,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping086,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping087,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping088,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping089,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping090,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping091,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping092,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping093,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping094,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping095,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping096,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping097,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping098,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping099,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping100,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping101,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping102,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping103,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping104,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping105,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping106,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping107,5_petiole,1,1,0,1.0,0.7311,1
BudRootDropping108,5_petiole,1,1,0,1.0,0.7311,1
