gold_id,image_id,source,task_native,path
G155,StemBleeding720,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding720.jpg
G156,StemBleeding880,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding880.jpg
G157,StemBleeding385,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding385.jpg
G158,StemBleeding665,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding665.jpg
G159,StemBleeding122,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding122.jpg
G160,StemBleeding637,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding637.jpg
G161,StemBleeding971,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding971.jpg
G162,StemBleeding505,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding505.jpg
G163,StemBleeding798,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding798.jpg
G164,StemBleeding230,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding230.jpg
G165,StemBleeding105,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding105.jpg
G166,StemBleeding392,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding392.jpg
G167,StemBleeding566,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding566.jpg
G168,StemBleeding268,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding268.jpg
G169,StemBleeding103,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding103.jpg
G170,StemBleeding817,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding817.jpg
G171,StemBleeding174,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding174.jpg
G172,StemBleeding723,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding723.jpg
G173,StemBleeding875,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding875.jpg
G174,StemBleeding113,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding113.jpg
G175,StemBleeding430,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding430.jpg
G176,StemBleeding914,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding914.jpg
G177,StemBleeding119,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding119.jpg
G178,StemBleeding606,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding606.jpg
G179,StemBleeding290,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding290.jpg
G180,StemBleeding783,disease/Stem Bleeding,3_trunk_disease,Dataset/Coconut Tree Disease Dataset/Stem Bleeding/StemBleeding783.jpg
G181,BudRot459,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot459.jpg
G182,BudRot056,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot056.jpg
G183,BudRot387,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot387.jpg
G184,BudRot154,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot154.jpg
G185,BudRot390,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot390.jpg
G186,BudRot172,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot172.jpg
G187,BudRot141,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot141.jpg
G188,BudRot128,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot128.jpg
G189,BudRot090,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot090.jpg
G190,BudRot180,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot180.jpg
G191,BudRot458,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot458.jpg
G192,BudRot042,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot042.jpg
G193,BudRot215,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot215.jpg
G194,BudRot182,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot182.jpg
G195,BudRot049,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot049.jpg
G196,BudRot305,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot305.jpg
G197,BudRot136,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot136.jpg
G198,BudRot026,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot026.jpg
G199,BudRot402,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot402.jpg
G200,BudRot181,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot181.jpg
G201,BudRot409,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot409.jpg
G202,BudRot167,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot167.jpg
G203,BudRot014,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot014.jpg
G204,BudRot159,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot159.jpg
G205,BudRot240,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot240.jpg
G206,BudRot241,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot241.jpg
G207,BudRot001,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot001.jpg
G208,BudRot148,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot148.jpg
G209,BudRot137,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot137.jpg
G210,BudRot122,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot122.jpg
G211,BudRot257,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot257.jpg
G212,BudRot080,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot080.jpg
G213,BudRot040,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot040.jpg
G214,BudRot088,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot088.jpg
G215,BudRot413,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot413.jpg
G216,BudRot063,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot063.jpg
G217,BudRot312,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot312.jpg
G218,BudRot273,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot273.jpg
G219,BudRot391,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot391.jpg
G220,BudRot031,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot031.jpg
G221,BudRot228,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot228.jpg
G222,BudRot234,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot234.jpg
G223,BudRot118,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot118.jpg
G224,BudRot262,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot262.jpg
G225,BudRot103,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot103.jpg
G226,BudRot385,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot385.jpg
G227,BudRot348,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot348.jpg
G228,BudRot462,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot462.jpg
G229,BudRot378,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot378.jpg
G230,BudRot210,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot210.jpg
G231,BudRot007,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot007.jpg
G232,BudRot356,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot356.jpg
G233,BudRot448,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot448.jpg
G234,BudRot025,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot025.jpg
G235,BudRot307,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot307.jpg
G236,BudRot226,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot226.jpg
G237,BudRot186,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot186.jpg
G238,BudRot206,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot206.jpg
G239,BudRot260,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot260.jpg
G240,BudRot444,disease/Bud Rot,4_crown_disease,Dataset/Coconut Tree Disease Dataset/Bud Rot/BudRot444.jpg
G241,BudRootDropping120,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping120.jpg
G242,BudRootDropping368,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping368.jpg
G243,BudRootDropping273,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping273.jpg
G244,BudRootDropping002,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping002.jpg
G245,BudRootDropping238,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping238.jpg
G246,BudRootDropping126,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping126.jpg
G247,BudRootDropping341,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping341.jpg
G248,BudRootDropping303,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping303.jpg
G249,BudRootDropping044,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping044.jpg
G250,BudRootDropping224,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping224.jpg
G251,BudRootDropping095,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping095.jpg
G252,BudRootDropping510,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping510.jpg
G253,BudRootDropping222,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping222.jpg
G254,BudRootDropping339,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping339.jpg
G255,BudRootDropping465,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping465.jpg
G256,BudRootDropping483,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping483.jpg
G257,BudRootDropping139,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping139.jpg
G258,BudRootDropping342,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping342.jpg
G259,BudRootDropping154,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping154.jpg
G260,BudRootDropping356,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping356.jpg
G261,BudRootDropping489,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping489.jpg
G262,BudRootDropping079,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping079.jpg
G263,BudRootDropping064,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping064.jpg
G264,BudRootDropping211,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping211.jpg
G265,BudRootDropping140,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping140.jpg
G266,BudRootDropping454,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping454.jpg
G267,BudRootDropping166,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping166.jpg
G268,BudRootDropping218,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping218.jpg
G269,BudRootDropping171,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping171.jpg
G270,BudRootDropping446,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping446.jpg
G271,BudRootDropping366,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping366.jpg
G272,BudRootDropping476,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping476.jpg
G273,BudRootDropping380,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping380.jpg
G274,BudRootDropping184,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping184.jpg
G275,BudRootDropping010,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping010.jpg
G276,BudRootDropping335,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping335.jpg
G277,BudRootDropping231,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping231.jpg
G278,BudRootDropping367,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping367.jpg
G279,BudRootDropping429,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping429.jpg
G280,BudRootDropping029,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping029.jpg
G281,BudRootDropping431,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping431.jpg
G282,BudRootDropping325,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping325.jpg
G283,BudRootDropping389,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping389.jpg
G284,BudRootDropping107,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping107.jpg
G285,BudRootDropping023,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping023.jpg
G286,BudRootDropping243,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping243.jpg
G287,BudRootDropping170,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping170.jpg
G288,BudRootDropping049,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping049.jpg
G289,BudRootDropping382,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping382.jpg
G290,BudRootDropping169,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping169.jpg
G291,BudRootDropping513,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping513.jpg
G292,BudRootDropping127,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping127.jpg
G293,BudRootDropping474,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping474.jpg
G294,BudRootDropping490,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping490.jpg
G295,BudRootDropping281,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping281.jpg
G296,BudRootDropping160,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping160.jpg
G297,BudRootDropping198,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping198.jpg
G298,BudRootDropping298,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping298.jpg
G299,BudRootDropping012,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping012.jpg
G300,BudRootDropping163,disease/Bud Root Dropping,5_petiole,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping163.jpg
