lf,image_id,task,vote,confidence,reason,source,path,pred,fold,original_id
lf1_maturity,127_jpg.rf.ec2e3ddb5dde93b8118194fb63dac69d,1_maturity_evaluation,1,0.9368926286697388,,coconut-veirf-v5/train,train/images/127_jpg.rf.ec2e3ddb5dde93b8118194fb63dac69d.jpg,green,3,127
lf1_maturity,128_jpg.rf.1c552598822a0005dbc387194e92b3ec,1_maturity_evaluation,0,0.8963507413864136,,coconut-veirf-v5/train,train/images/128_jpg.rf.1c552598822a0005dbc387194e92b3ec.jpg,dry|green,2,128
lf1_maturity,128_jpg.rf.74d641d9ba2ebde4c4f7feb013c92326,1_maturity_evaluation,0,0.9053447246551514,,coconut-veirf-v5/train,train/images/128_jpg.rf.74d641d9ba2ebde4c4f7feb013c92326.jpg,dry|green,2,128
lf1_maturity,128_jpg.rf.f39a81da7044dd220b5fbcb1ae6ad432,1_maturity_evaluation,0,0.8804780840873718,,coconut-veirf-v5/train,train/images/128_jpg.rf.f39a81da7044dd220b5fbcb1ae6ad432.jpg,dry|green,2,128
lf1_maturity,129_jpg.rf.04b73da7b45231e898cfa2ce979c9fc1,1_maturity_evaluation,1,0.7271806597709656,,coconut-veirf-v5/train,train/images/129_jpg.rf.04b73da7b45231e898cfa2ce979c9fc1.jpg,green,2,129
lf1_maturity,129_jpg.rf.87286141fd0af7db9a2dd014577bb2f7,1_maturity_evaluation,1,0.815419614315033,,coconut-veirf-v5/train,train/images/129_jpg.rf.87286141fd0af7db9a2dd014577bb2f7.jpg,green,2,129
lf1_maturity,129_jpg.rf.dc3933c84f31b8d10b9fb3e95417765f,1_maturity_evaluation,1,0.6746665239334106,,coconut-veirf-v5/train,train/images/129_jpg.rf.dc3933c84f31b8d10b9fb3e95417765f.jpg,green,2,129
lf1_maturity,130_jpg.rf.19c2cdfeb449ec0b7d64e98b701f4f45,1_maturity_evaluation,1,0.8970770835876465,,coconut-veirf-v5/train,train/images/130_jpg.rf.19c2cdfeb449ec0b7d64e98b701f4f45.jpg,green,2,130
lf1_maturity,130_jpg.rf.2d71931ad3eb88177e60dd5f24689887,1_maturity_evaluation,1,0.921122670173645,,coconut-veirf-v5/train,train/images/130_jpg.rf.2d71931ad3eb88177e60dd5f24689887.jpg,green,2,130
lf1_maturity,130_jpg.rf.914c2a1d31467a690eec7d6a76559d81,1_maturity_evaluation,1,0.9277997612953186,,coconut-veirf-v5/train,train/images/130_jpg.rf.914c2a1d31467a690eec7d6a76559d81.jpg,green,2,130
lf1_maturity,133_jpg.rf.1d7f40b973fb11bbcea779393360f902,1_maturity_evaluation,0,0.7694015502929688,,coconut-veirf-v5/train,train/images/133_jpg.rf.1d7f40b973fb11bbcea779393360f902.jpg,green,0,133
lf1_maturity,133_jpg.rf.9cd770393d1f37453a3c1bc8c58dc5b9,1_maturity_evaluation,0,0.593921422958374,,coconut-veirf-v5/train,train/images/133_jpg.rf.9cd770393d1f37453a3c1bc8c58dc5b9.jpg,dry|green,0,133
lf1_maturity,133_jpg.rf.f54e19ab08201f9b000998807cccf5c2,1_maturity_evaluation,0,0.6252276301383972,,coconut-veirf-v5/train,train/images/133_jpg.rf.f54e19ab08201f9b000998807cccf5c2.jpg,green,0,133
lf1_maturity,134_jpg.rf.18fcb44bcd1ff79328086053cecf90d3,1_maturity_evaluation,1,0.868660032749176,,coconut-veirf-v5/train,train/images/134_jpg.rf.18fcb44bcd1ff79328086053cecf90d3.jpg,green,3,134
lf1_maturity,134_jpg.rf.3e6bfc42de948801acffd19d4765f592,1_maturity_evaluation,1,0.8685815930366516,,coconut-veirf-v5/train,train/images/134_jpg.rf.3e6bfc42de948801acffd19d4765f592.jpg,green,3,134
lf1_maturity,134_jpg.rf.b7acb7016fd62db743338debd25783cb,1_maturity_evaluation,1,0.8074598908424377,,coconut-veirf-v5/train,train/images/134_jpg.rf.b7acb7016fd62db743338debd25783cb.jpg,green,3,134
lf1_maturity,135_jpg.rf.b210e4eec9664f6abdceb849b997b708,1_maturity_evaluation,0,0.7376874089241028,,coconut-veirf-v5/train,train/images/135_jpg.rf.b210e4eec9664f6abdceb849b997b708.jpg,green|tender,2,135
lf1_maturity,135_jpg.rf.babfbce21898f0161cfdbc2b3a93870c,1_maturity_evaluation,0,0.7068986892700195,,coconut-veirf-v5/train,train/images/135_jpg.rf.babfbce21898f0161cfdbc2b3a93870c.jpg,green|tender,2,135
lf1_maturity,135_jpg.rf.e8d18c9492a9fdbf1a29e3732179e3c5,1_maturity_evaluation,0,0.7899455428123474,,coconut-veirf-v5/train,train/images/135_jpg.rf.e8d18c9492a9fdbf1a29e3732179e3c5.jpg,green,2,135
lf1_maturity,136_jpg.rf.bb5c24f4f8f52a05fb1687b157ee825d,1_maturity_evaluation,1,0.9203181862831116,,coconut-veirf-v5/train,train/images/136_jpg.rf.bb5c24f4f8f52a05fb1687b157ee825d.jpg,green,0,136
lf1_maturity,136_jpg.rf.c13fb1f3888e126731736517a682df02,1_maturity_evaluation,1,0.9252485632896423,,coconut-veirf-v5/train,train/images/136_jpg.rf.c13fb1f3888e126731736517a682df02.jpg,green,0,136
lf1_maturity,136_jpg.rf.d3200b60c4f2d2a6550def4b720edf0f,1_maturity_evaluation,1,0.9215532541275024,,coconut-veirf-v5/train,train/images/136_jpg.rf.d3200b60c4f2d2a6550def4b720edf0f.jpg,green,0,136
lf1_maturity,137_jpg.rf.22606766ade1fd1cb454abbc0f047574,1_maturity_evaluation,1,0.8039772510528564,,coconut-veirf-v5/train,train/images/137_jpg.rf.22606766ade1fd1cb454abbc0f047574.jpg,green,0,137
lf1_maturity,137_jpg.rf.39371017caad22b4b48c6d3d49f2fe65,1_maturity_evaluation,1,0.8021037578582764,,coconut-veirf-v5/train,train/images/137_jpg.rf.39371017caad22b4b48c6d3d49f2fe65.jpg,green,0,137
lf1_maturity,137_jpg.rf.aee0e542da7460e36fde50cb9bc9322a,1_maturity_evaluation,1,0.8137527108192444,,coconut-veirf-v5/train,train/images/137_jpg.rf.aee0e542da7460e36fde50cb9bc9322a.jpg,green,0,137
lf1_maturity,138_jpg.rf.797241e1640346d4266bff9680c89b78,1_maturity_evaluation,1,0.7767103314399719,,coconut-veirf-v5/train,train/images/138_jpg.rf.797241e1640346d4266bff9680c89b78.jpg,tender,1,138
lf1_maturity,138_jpg.rf.8296aaf02f59221ed65f21e5f974ab47,1_maturity_evaluation,1,0.7485544681549072,,coconut-veirf-v5/train,train/images/138_jpg.rf.8296aaf02f59221ed65f21e5f974ab47.jpg,tender,1,138
lf1_maturity,138_jpg.rf.b4d7fb2ed3d0ff2805eb404ad1c1d192,1_maturity_evaluation,1,0.7855951189994812,,coconut-veirf-v5/train,train/images/138_jpg.rf.b4d7fb2ed3d0ff2805eb404ad1c1d192.jpg,tender,1,138
lf1_maturity,139_jpg.rf.3ff07a0d0ad4762184d6357b6826d37f,1_maturity_evaluation,1,0.8005430698394775,,coconut-veirf-v5/train,train/images/139_jpg.rf.3ff07a0d0ad4762184d6357b6826d37f.jpg,green,4,139
lf1_maturity,139_jpg.rf.95495f100bcfcebb1d3e68cceb7ad3b6,1_maturity_evaluation,1,0.8429811000823975,,coconut-veirf-v5/train,train/images/139_jpg.rf.95495f100bcfcebb1d3e68cceb7ad3b6.jpg,green,4,139
lf1_maturity,139_jpg.rf.e8e83c7b999304726f88add33899003e,1_maturity_evaluation,1,0.7752167582511902,,coconut-veirf-v5/train,train/images/139_jpg.rf.e8e83c7b999304726f88add33899003e.jpg,green,4,139
lf1_maturity,140_jpg.rf.166a37b1e678bca4d4c5363072edadad,1_maturity_evaluation,1,0.887007474899292,,coconut-veirf-v5/train,train/images/140_jpg.rf.166a37b1e678bca4d4c5363072edadad.jpg,green,1,140
lf1_maturity,140_jpg.rf.27f0273e271fc58dc8725c033578da4b,1_maturity_evaluation,1,0.8948807716369629,,coconut-veirf-v5/train,train/images/140_jpg.rf.27f0273e271fc58dc8725c033578da4b.jpg,green,1,140
lf1_maturity,140_jpg.rf.5d4efd23f1ec74696c0c0d7f1148d10c,1_maturity_evaluation,1,0.8545693159103394,,coconut-veirf-v5/train,train/images/140_jpg.rf.5d4efd23f1ec74696c0c0d7f1148d10c.jpg,green,1,140
lf1_maturity,141_jpg.rf.8918aa1b6eeba6f0908b7e7472f6f5d0,1_maturity_evaluation,1,0.9527572989463806,,coconut-veirf-v5/train,train/images/141_jpg.rf.8918aa1b6eeba6f0908b7e7472f6f5d0.jpg,tender,3,141
lf1_maturity,141_jpg.rf.d5992fbe4ce8d0f82ba24b71845fca49,1_maturity_evaluation,1,0.9512001872062683,,coconut-veirf-v5/train,train/images/141_jpg.rf.d5992fbe4ce8d0f82ba24b71845fca49.jpg,tender,3,141
lf1_maturity,141_jpg.rf.f38daf6349adab246fcbf59c05ca3a26,1_maturity_evaluation,1,0.9490543603897095,,coconut-veirf-v5/train,train/images/141_jpg.rf.f38daf6349adab246fcbf59c05ca3a26.jpg,tender,3,141
lf1_maturity,142_jpg.rf.889d10dc95901a9b0a66a7965ce231b8,1_maturity_evaluation,1,0.8590151071548462,,coconut-veirf-v5/train,train/images/142_jpg.rf.889d10dc95901a9b0a66a7965ce231b8.jpg,tender,4,142
lf1_maturity,142_jpg.rf.abc1b99e4bf3497347cb0d928fbca994,1_maturity_evaluation,1,0.8321318626403809,,coconut-veirf-v5/train,train/images/142_jpg.rf.abc1b99e4bf3497347cb0d928fbca994.jpg,tender,4,142
lf1_maturity,142_jpg.rf.b26a0e47e2f3811e8596670f9aa50e25,1_maturity_evaluation,1,0.8715155124664307,,coconut-veirf-v5/train,train/images/142_jpg.rf.b26a0e47e2f3811e8596670f9aa50e25.jpg,tender,4,142
lf1_maturity,143_jpg.rf.44644fa084629f9291a639aa7b4ccd7f,1_maturity_evaluation,1,0.8931676149368286,,coconut-veirf-v5/train,train/images/143_jpg.rf.44644fa084629f9291a639aa7b4ccd7f.jpg,dry|tender,1,143
lf1_maturity,143_jpg.rf.be29482c71b97b6265580f387e3d4dd1,1_maturity_evaluation,1,0.904578685760498,,coconut-veirf-v5/train,train/images/143_jpg.rf.be29482c71b97b6265580f387e3d4dd1.jpg,dry|tender,1,143
lf1_maturity,143_jpg.rf.e50c4b609f1350fc83d04bd9a5c19340,1_maturity_evaluation,1,0.8846248388290405,,coconut-veirf-v5/train,train/images/143_jpg.rf.e50c4b609f1350fc83d04bd9a5c19340.jpg,dry|tender,1,143
lf1_maturity,144_jpg.rf.27d75d899d8505fbd42399dc06c15c1d,1_maturity_evaluation,1,0.5888258814811707,,coconut-veirf-v5/train,train/images/144_jpg.rf.27d75d899d8505fbd42399dc06c15c1d.jpg,green,4,144
lf1_maturity,144_jpg.rf.4c0f2ee978761b30a933bf23755e3e15,1_maturity_evaluation,1,0.5617539286613464,,coconut-veirf-v5/train,train/images/144_jpg.rf.4c0f2ee978761b30a933bf23755e3e15.jpg,green,4,144
lf1_maturity,144_jpg.rf.e2cdb966ae35c22b2674637117b3993a,1_maturity_evaluation,1,0.6082146167755127,,coconut-veirf-v5/train,train/images/144_jpg.rf.e2cdb966ae35c22b2674637117b3993a.jpg,green,4,144
lf1_maturity,15_jpg.rf.4656ed0079f870384bca58fd5a64aaba,1_maturity_evaluation,0,0.8966445326805115,,coconut-veirf-v5/train,train/images/15_jpg.rf.4656ed0079f870384bca58fd5a64aaba.jpg,dry|green,3,15
lf1_maturity,15_jpg.rf.b319533cdd9740aefb3c78aaf32d28ed,1_maturity_evaluation,0,0.9008630514144897,,coconut-veirf-v5/train,train/images/15_jpg.rf.b319533cdd9740aefb3c78aaf32d28ed.jpg,dry|green,3,15
lf1_maturity,15_jpg.rf.b8ea5847961ae4d9ee33dcdfefcf8172,1_maturity_evaluation,0,0.9009377360343933,,coconut-veirf-v5/train,train/images/15_jpg.rf.b8ea5847961ae4d9ee33dcdfefcf8172.jpg,dry|green,3,15
lf1_maturity,16_jpg.rf.6641b71b4e5b94608b314d68a5fc9564,1_maturity_evaluation,1,0.9276890754699707,,coconut-veirf-v5/train,train/images/16_jpg.rf.6641b71b4e5b94608b314d68a5fc9564.jpg,dry,1,16
lf1_maturity,16_jpg.rf.c7c7dbbec279631f0772f22defa3260f,1_maturity_evaluation,1,0.939587414264679,,coconut-veirf-v5/train,train/images/16_jpg.rf.c7c7dbbec279631f0772f22defa3260f.jpg,dry|green,1,16
lf1_maturity,16_jpg.rf.fa153898c7034640fd4c036949577242,1_maturity_evaluation,1,0.9351661801338196,,coconut-veirf-v5/train,train/images/16_jpg.rf.fa153898c7034640fd4c036949577242.jpg,dry|green,1,16
lf1_maturity,18_jpg.rf.4d6b21418497e3d22be5a99f433cd03d,1_maturity_evaluation,0,0.8760650157928467,,coconut-veirf-v5/train,train/images/18_jpg.rf.4d6b21418497e3d22be5a99f433cd03d.jpg,dry,1,18
lf1_maturity,18_jpg.rf.d694ad2ee9809891303e80c211dc9759,1_maturity_evaluation,0,0.8530421257019043,,coconut-veirf-v5/train,train/images/18_jpg.rf.d694ad2ee9809891303e80c211dc9759.jpg,dry,1,18
lf1_maturity,18_jpg.rf.e98940b6e4969aa3a2a9b52ea9742e69,1_maturity_evaluation,1,0.8095982074737549,,coconut-veirf-v5/train,train/images/18_jpg.rf.e98940b6e4969aa3a2a9b52ea9742e69.jpg,dry,1,18
lf1_maturity,1_jpg.rf.0108574a03358c611c7b9b19ff45778e,1_maturity_evaluation,0,0.876800000667572,,coconut-veirf-v5/train,train/images/1_jpg.rf.0108574a03358c611c7b9b19ff45778e.jpg,green,2,1
lf1_maturity,1_jpg.rf.3b2883f5cd3dd7cd330ec85702da529e,1_maturity_evaluation,0,0.8976196050643921,,coconut-veirf-v5/train,train/images/1_jpg.rf.3b2883f5cd3dd7cd330ec85702da529e.jpg,green,2,1
lf1_maturity,1_jpg.rf.7ac84c960c85d66b6279de6157159a66,1_maturity_evaluation,0,0.8624255657196045,,coconut-veirf-v5/train,train/images/1_jpg.rf.7ac84c960c85d66b6279de6157159a66.jpg,green,2,1
lf1_maturity,20_jpg.rf.b5a1be0073f6328d9aa4298fa3723a96,1_maturity_evaluation,0,0.9626802802085876,,coconut-veirf-v5/train,train/images/20_jpg.rf.b5a1be0073f6328d9aa4298fa3723a96.jpg,dry|green,0,20
lf1_maturity,20_jpg.rf.c6858a04f436693bb48b49a28fdc9aa2,1_maturity_evaluation,0,0.9648207426071167,,coconut-veirf-v5/train,train/images/20_jpg.rf.c6858a04f436693bb48b49a28fdc9aa2.jpg,dry|green,0,20
lf1_maturity,20_jpg.rf.e3fda47c90f8340daaa1c605f75a3fc5,1_maturity_evaluation,0,0.9560906887054443,,coconut-veirf-v5/train,train/images/20_jpg.rf.e3fda47c90f8340daaa1c605f75a3fc5.jpg,dry|green,0,20
lf1_maturity,21_jpg.rf.0f33742641945158c254ad9d3360921e,1_maturity_evaluation,0,0.7828406691551208,,coconut-veirf-v5/train,train/images/21_jpg.rf.0f33742641945158c254ad9d3360921e.jpg,green,3,21
lf1_maturity,21_jpg.rf.283e9ab4083cf4ea4937bf789ab25558,1_maturity_evaluation,0,0.6188051700592041,,coconut-veirf-v5/train,train/images/21_jpg.rf.283e9ab4083cf4ea4937bf789ab25558.jpg,green,3,21
lf1_maturity,21_jpg.rf.cb204e0eaa064bf8f4da06065dd85402,1_maturity_evaluation,0,0.4323868155479431,,coconut-veirf-v5/train,train/images/21_jpg.rf.cb204e0eaa064bf8f4da06065dd85402.jpg,dry|green,3,21
lf1_maturity,24_jpg.rf.0340ba3a2a934d0e535c14b410732cad,1_maturity_evaluation,1,0.8693143725395203,,coconut-veirf-v5/train,train/images/24_jpg.rf.0340ba3a2a934d0e535c14b410732cad.jpg,dry|green,2,24
lf1_maturity,24_jpg.rf.8b86611fed63007de24bdab17f3a2313,1_maturity_evaluation,1,0.8851491212844849,,coconut-veirf-v5/train,train/images/24_jpg.rf.8b86611fed63007de24bdab17f3a2313.jpg,dry|green,2,24
lf1_maturity,24_jpg.rf.97b52b7385d8fb1983f5a2d5067dae2b,1_maturity_evaluation,1,0.8580654859542847,,coconut-veirf-v5/train,train/images/24_jpg.rf.97b52b7385d8fb1983f5a2d5067dae2b.jpg,dry|green,2,24
lf1_maturity,25_jpg.rf.580ba267f053263ea47237131ca8a1ca,1_maturity_evaluation,0,0.9409022331237793,,coconut-veirf-v5/train,train/images/25_jpg.rf.580ba267f053263ea47237131ca8a1ca.jpg,green,3,25
lf1_maturity,25_jpg.rf.b35180f7e45b455473c2427cc9c9b8b0,1_maturity_evaluation,0,0.9168667197227478,,coconut-veirf-v5/train,train/images/25_jpg.rf.b35180f7e45b455473c2427cc9c9b8b0.jpg,green,3,25
lf1_maturity,25_jpg.rf.bffc34a84b02d2f6dd305ec7d13f9b06,1_maturity_evaluation,0,0.921819806098938,,coconut-veirf-v5/train,train/images/25_jpg.rf.bffc34a84b02d2f6dd305ec7d13f9b06.jpg,green,3,25
lf1_maturity,28_jpg.rf.37a4b4ef52e28dc31f59871a6a88578b,1_maturity_evaluation,1,0.9422799944877625,,coconut-veirf-v5/train,train/images/28_jpg.rf.37a4b4ef52e28dc31f59871a6a88578b.jpg,dry,1,28
lf1_maturity,28_jpg.rf.4c52e304a29fe9091a0cbd68fda441db,1_maturity_evaluation,1,0.9526833891868591,,coconut-veirf-v5/train,train/images/28_jpg.rf.4c52e304a29fe9091a0cbd68fda441db.jpg,dry,1,28
lf1_maturity,28_jpg.rf.fab4d9e34bfdc7d501f7d131f12212bf,1_maturity_evaluation,1,0.9507533311843872,,coconut-veirf-v5/train,train/images/28_jpg.rf.fab4d9e34bfdc7d501f7d131f12212bf.jpg,dry,1,28
lf1_maturity,29_jpg.rf.70789c526dc6c93271886f85201ade25,1_maturity_evaluation,1,0.9145189523696899,,coconut-veirf-v5/train,train/images/29_jpg.rf.70789c526dc6c93271886f85201ade25.jpg,dry,0,29
lf1_maturity,29_jpg.rf.74352f0caf19bd4a8da6c4d53b118458,1_maturity_evaluation,1,0.882617175579071,,coconut-veirf-v5/train,train/images/29_jpg.rf.74352f0caf19bd4a8da6c4d53b118458.jpg,dry,0,29
lf1_maturity,29_jpg.rf.bc6e73b8e0b959d5a37188285226c6db,1_maturity_evaluation,1,0.9192618131637573,,coconut-veirf-v5/train,train/images/29_jpg.rf.bc6e73b8e0b959d5a37188285226c6db.jpg,dry,0,29
lf1_maturity,2_jpg.rf.18d4b3928d0413b944dc9938d98021b6,1_maturity_evaluation,1,0.9646101593971252,,coconut-veirf-v5/train,train/images/2_jpg.rf.18d4b3928d0413b944dc9938d98021b6.jpg,tender,0,2
lf1_maturity,2_jpg.rf.390ae3b23f8aca476dd54353d96d708d,1_maturity_evaluation,1,0.9583615660667419,,coconut-veirf-v5/train,train/images/2_jpg.rf.390ae3b23f8aca476dd54353d96d708d.jpg,tender,0,2
lf1_maturity,2_jpg.rf.c6f8333ef0d28f933aabf81dd09bb11f,1_maturity_evaluation,1,0.952983558177948,,coconut-veirf-v5/train,train/images/2_jpg.rf.c6f8333ef0d28f933aabf81dd09bb11f.jpg,tender,0,2
lf1_maturity,30_jpg.rf.0c83429c01e64eec21f2e05ad1bb3951,1_maturity_evaluation,1,0.9791334271430969,,coconut-veirf-v5/train,train/images/30_jpg.rf.0c83429c01e64eec21f2e05ad1bb3951.jpg,green,2,30
lf1_maturity,30_jpg.rf.2033ec38f2e7e425ea94fa2bae1d4d00,1_maturity_evaluation,1,0.9766814708709717,,coconut-veirf-v5/train,train/images/30_jpg.rf.2033ec38f2e7e425ea94fa2bae1d4d00.jpg,green,2,30
lf1_maturity,30_jpg.rf.983f208e5881b873b89d8a4e286a2b30,1_maturity_evaluation,1,0.9773678183555603,,coconut-veirf-v5/train,train/images/30_jpg.rf.983f208e5881b873b89d8a4e286a2b30.jpg,green,2,30
lf1_maturity,31_jpg.rf.135c137f63a919f7979c0cdcc2acb279,1_maturity_evaluation,1,0.9204113483428955,,coconut-veirf-v5/train,train/images/31_jpg.rf.135c137f63a919f7979c0cdcc2acb279.jpg,green,1,31
lf1_maturity,31_jpg.rf.696a081640be232609f3084486417059,1_maturity_evaluation,1,0.9226913452148438,,coconut-veirf-v5/train,train/images/31_jpg.rf.696a081640be232609f3084486417059.jpg,green,1,31
lf1_maturity,31_jpg.rf.db31cad22a303ba68ad48e798fad24c8,1_maturity_evaluation,1,0.9036679863929749,,coconut-veirf-v5/train,train/images/31_jpg.rf.db31cad22a303ba68ad48e798fad24c8.jpg,green,1,31
lf1_maturity,32_jpg.rf.573b5ca0cd5e94ce91c13cc50612070c,1_maturity_evaluation,1,0.9511203765869141,,coconut-veirf-v5/train,train/images/32_jpg.rf.573b5ca0cd5e94ce91c13cc50612070c.jpg,green,1,32
lf1_maturity,32_jpg.rf.9728413de19cf88af36836008a01bc07,1_maturity_evaluation,1,0.9488672614097595,,coconut-veirf-v5/train,train/images/32_jpg.rf.9728413de19cf88af36836008a01bc07.jpg,green,1,32
lf1_maturity,32_jpg.rf.ddd050b5125f3db4bb49b3bee6636def,1_maturity_evaluation,1,0.9509156346321106,,coconut-veirf-v5/train,train/images/32_jpg.rf.ddd050b5125f3db4bb49b3bee6636def.jpg,green,1,32
lf1_maturity,34_jpg.rf.0766526d70039b1035d8bf90d9d31e82,1_maturity_evaluation,1,0.9457365870475769,,coconut-veirf-v5/train,train/images/34_jpg.rf.0766526d70039b1035d8bf90d9d31e82.jpg,green,0,34
lf1_maturity,34_jpg.rf.5721c0c707ab37d2612bb209ea52d00e,1_maturity_evaluation,1,0.9396953582763672,,coconut-veirf-v5/train,train/images/34_jpg.rf.5721c0c707ab37d2612bb209ea52d00e.jpg,green,0,34
lf1_maturity,34_jpg.rf.f4c8e85955fd4bfac38b4fb64df94994,1_maturity_evaluation,1,0.9367114305496216,,coconut-veirf-v5/train,train/images/34_jpg.rf.f4c8e85955fd4bfac38b4fb64df94994.jpg,green,0,34
lf1_maturity,36_jpg.rf.7837e37c3ba45540cbfb71b462bf8486,1_maturity_evaluation,1,0.915245532989502,,coconut-veirf-v5/train,train/images/36_jpg.rf.7837e37c3ba45540cbfb71b462bf8486.jpg,green,2,36
lf1_maturity,36_jpg.rf.8a0d468fdc442c0608ef320df67ab17c,1_maturity_evaluation,1,0.9225601553916931,,coconut-veirf-v5/train,train/images/36_jpg.rf.8a0d468fdc442c0608ef320df67ab17c.jpg,green,2,36
lf1_maturity,36_jpg.rf.952962e5ac3fce069afda8e2c14fc12b,1_maturity_evaluation,1,0.8848499059677124,,coconut-veirf-v5/train,train/images/36_jpg.rf.952962e5ac3fce069afda8e2c14fc12b.jpg,green,2,36
lf1_maturity,38_jpg.rf.104c164537be4e2633e0e79ccdc6455d,1_maturity_evaluation,0,0.9514386057853699,,coconut-veirf-v5/train,train/images/38_jpg.rf.104c164537be4e2633e0e79ccdc6455d.jpg,dry,0,38
lf1_maturity,38_jpg.rf.7b64e0cb02622738a12633e7693bcf2c,1_maturity_evaluation,0,0.9476131200790405,,coconut-veirf-v5/train,train/images/38_jpg.rf.7b64e0cb02622738a12633e7693bcf2c.jpg,dry,0,38
lf1_maturity,38_jpg.rf.e000d49d1a179ea85801d4741a9407e9,1_maturity_evaluation,0,0.9495077729225159,,coconut-veirf-v5/train,train/images/38_jpg.rf.e000d49d1a179ea85801d4741a9407e9.jpg,dry,0,38
lf1_maturity,39_jpg.rf.01e3b40bbe1bd4bf8ecdb39b97e43da9,1_maturity_evaluation,0,0.9091887474060059,,coconut-veirf-v5/train,train/images/39_jpg.rf.01e3b40bbe1bd4bf8ecdb39b97e43da9.jpg,green,2,39
lf1_maturity,39_jpg.rf.1d8f5b8c30b5a56801c0f2f9b64a3779,1_maturity_evaluation,0,0.9051282405853271,,coconut-veirf-v5/train,train/images/39_jpg.rf.1d8f5b8c30b5a56801c0f2f9b64a3779.jpg,green,2,39
lf1_maturity,39_jpg.rf.9b18809ee4440f4b252c76395cdaae50,1_maturity_evaluation,0,0.892855167388916,,coconut-veirf-v5/train,train/images/39_jpg.rf.9b18809ee4440f4b252c76395cdaae50.jpg,green,2,39
lf1_maturity,3_jpg.rf.6937fa6e31479a856f78019a8ce1b908,1_maturity_evaluation,0,0.9128331542015076,,coconut-veirf-v5/train,train/images/3_jpg.rf.6937fa6e31479a856f78019a8ce1b908.jpg,green,3,3
lf1_maturity,3_jpg.rf.b31c79c6786396c03f93ed84579849a4,1_maturity_evaluation,0,0.9089077711105347,,coconut-veirf-v5/train,train/images/3_jpg.rf.b31c79c6786396c03f93ed84579849a4.jpg,green,3,3
lf1_maturity,3_jpg.rf.f227a447530ab9f95be5f4ead8b25683,1_maturity_evaluation,0,0.8520733714103699,,coconut-veirf-v5/train,train/images/3_jpg.rf.f227a447530ab9f95be5f4ead8b25683.jpg,green,3,3
lf1_maturity,40_jpg.rf.76a4805d480e15118c23b8d12afd4406,1_maturity_evaluation,1,0.9305899739265442,,coconut-veirf-v5/train,train/images/40_jpg.rf.76a4805d480e15118c23b8d12afd4406.jpg,green,2,40
lf1_maturity,40_jpg.rf.94a2cc0644850fe6adb6d8b0e8c75e44,1_maturity_evaluation,1,0.9134740829467773,,coconut-veirf-v5/train,train/images/40_jpg.rf.94a2cc0644850fe6adb6d8b0e8c75e44.jpg,green,2,40
lf1_maturity,40_jpg.rf.97aa8584e21a63a6fb76dfed1160fceb,1_maturity_evaluation,1,0.9360895156860352,,coconut-veirf-v5/train,train/images/40_jpg.rf.97aa8584e21a63a6fb76dfed1160fceb.jpg,green,2,40
lf1_maturity,42_jpg.rf.0662d18340bf533a3ffdc83369597cdd,1_maturity_evaluation,1,0.8887572288513184,,coconut-veirf-v5/train,train/images/42_jpg.rf.0662d18340bf533a3ffdc83369597cdd.jpg,tender,4,42
lf1_maturity,42_jpg.rf.5bfeb30ed6c1876a0568efb7663d76a3,1_maturity_evaluation,1,0.8976284265518188,,coconut-veirf-v5/train,train/images/42_jpg.rf.5bfeb30ed6c1876a0568efb7663d76a3.jpg,tender,4,42
lf1_maturity,42_jpg.rf.ba0aaa1d4e468da7a7182a093ae00f71,1_maturity_evaluation,1,0.8872140645980835,,coconut-veirf-v5/train,train/images/42_jpg.rf.ba0aaa1d4e468da7a7182a093ae00f71.jpg,tender,4,42
lf1_maturity,43_jpg.rf.12caf20ef00b3c78b80ce420c33c7c0d,1_maturity_evaluation,0,0.8597094416618347,,coconut-veirf-v5/train,train/images/43_jpg.rf.12caf20ef00b3c78b80ce420c33c7c0d.jpg,green,1,43
lf1_maturity,43_jpg.rf.4a5989e67be834e3ca4268b9f1b87e59,1_maturity_evaluation,0,0.8422463536262512,,coconut-veirf-v5/train,train/images/43_jpg.rf.4a5989e67be834e3ca4268b9f1b87e59.jpg,green,1,43
lf1_maturity,43_jpg.rf.fa037c3c00169e1d82a721520e802772,1_maturity_evaluation,0,0.880346417427063,,coconut-veirf-v5/train,train/images/43_jpg.rf.fa037c3c00169e1d82a721520e802772.jpg,green,1,43
lf1_maturity,46_jpeg.rf.2750d55988fa9becfcd23883bf3763e9,1_maturity_evaluation,1,0.9428372979164124,,coconut-veirf-v5/train,train/images/46_jpeg.rf.2750d55988fa9becfcd23883bf3763e9.jpg,tender,3,46_jpeg.rf.2750d55988fa9becfcd23883bf3763e9
lf1_maturity,46_jpeg.rf.64bc7c255b693d62b7b2a03ef123ba92,1_maturity_evaluation,1,0.6655220985412598,,coconut-veirf-v5/train,train/images/46_jpeg.rf.64bc7c255b693d62b7b2a03ef123ba92.jpg,tender,4,46_jpeg.rf.64bc7c255b693d62b7b2a03ef123ba92
