image_id,source_folder,path,quality_pass,gate_reason,lap_var,mean_bright,min_dim,lf7_1_maturity_evaluation,1_maturity_evaluation_conf,1_maturity_evaluation_reason,lf7_2_foliar_disease,2_foliar_disease_conf,2_foliar_disease_reason,lf7_3_trunk_disease,3_trunk_disease_conf,3_trunk_disease_reason,lf7_4_crown_disease,4_crown_disease_conf,4_crown_disease_reason,lf7_5_petiole,5_petiole_conf,5_petiole_reason
BudRootDropping258,Bud Root Dropping,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping258.jpg,True,,1882.4,119.4,576,0,0.05,"Không thấy trái dừa nào trong ảnh, chỉ có tàu lá và ngọn cây.",1,0.75,"Tàu lá khô, héo úa, đổi màu nâu/vàng thấy rõ, đủ để đánh giá tình trạng lá dù góc chụp từ xa hơi ngược sáng.",0,0.1,"Thân cây bị lá che khuất hoàn toàn, không thấy bề mặt thân/gốc để đánh giá.",-1,0.6,"Đỉnh đọt hiện rõ ở phần trên cùng, thấy các lá non và tình trạng khô héo lan rộng, đủ để nhận định sơ bộ tình trạng đọt.",-1,0.55,"Có thể thấy phần cuống lá gần gốc các tàu lá rủ xuống, cho thấy độ rủ và khô héo, đủ để nhận định sơ bộ dù không quá rõ nét."
BudRootDropping322,Bud Root Dropping,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping322.jpg,True,,2765.4,128.8,768,0,0.05,"Không thấy trái dừa nào trong ảnh, chỉ có tàu lá và thân.",1,0.75,"Nhiều tàu lá và phiến lá hiện rõ, có thể quan sát màu sắc và tình trạng mặt lá.",1,0.7,"Đoạn thân/gốc phía dưới hiện rõ với các vết bẹ khô, đủ để đánh giá tình trạng vỏ thân.",-1,0.65,"Đỉnh đọt và các bẹ lá non ở trung tâm được thấy khá rõ từ góc chụp lên, có thể đánh giá tình trạng đọt.",-1,0.6,"Có thể thấy các cuống lá/bẹ lá vươn ra từ thân, tư thế khá thẳng, đủ để nhận định độ rủ."
BudRootDropping386,Bud Root Dropping,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping386.jpg,True,,3524.0,98.1,768,0,0.05,"Không thấy trái dừa nào trong ảnh, chỉ có tàu lá và ngọn cây bị chụp ngược sáng.",0,0.2,"Lá bị chụp ngược sáng thành dạng bóng đen (silhouette), không thấy màu sắc hay đốm/cháy trên mặt lá.",0,0.05,"Không thấy thân cây trong khung hình, chỉ có tàu lá và ngọn.",-1,0.4,"Có thể thấy phần đọt/ngọn cây từ dưới lên nhưng bị ngược sáng và các tàu lá che khuất một phần, chỉ đủ để nhận định thô.",-1,0.35,"Có thể thấy hình dạng và tư thế của các cuống lá vươn ra từ ngọn, tuy bị bóng ngược sáng nhưng đủ để nhận định độ rủ/vươn thẳng."
BudRootDropping450,Bud Root Dropping,Dataset/Coconut Tree Disease Dataset/Bud Root Dropping/BudRootDropping450.jpg,True,,2340.8,106.7,768,0,0.05,"Không thấy trái dừa trong ảnh, chỉ có tàu lá và ngọn cây.",-1,0.6,"Có thể thấy các tàu lá với một số lá khô/cháy nâu ở phía dưới và lá xanh phía trên, đủ để nhận định tình trạng lá mặc dù ánh sáng ngược làm giảm chi tiết.",0,0.1,"Thân cây bị che khuất hoàn toàn bởi các tàu lá rủ xuống, không thấy rõ bề mặt thân.",-1,0.55,"Đỉnh ngọn với các lá non mọc thẳng lên có thể thấy được, dù không phải góc nhìn từ trên xuống lý tưởng, vẫn đủ để đánh giá sơ bộ tình trạng đọt.",-1,0.6,"Có thể thấy các cuống lá của những tàu lá phía dưới với tư thế rủ xuống và một số khô héo, đủ để nhận định về độ rủ/vàng úa."
010_jpg.rf.0bceb2935b70017af4f5c8f966af09ab,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/010_jpg.rf.0bceb2935b70017af4f5c8f966af09ab.jpg,True,,4074.6,145.7,640,1,0.85,"Hai trái dừa hiện rõ với vỏ nâu sẫm, kích thước và hình dạng có thể quan sát để đánh giá độ chín.",0,0.2,"Chỉ thấy một phần nhỏ tàu lá bị ánh sáng chói che, không đủ diện tích phiến lá để đánh giá bệnh.",0,0.15,"Không thấy rõ thân/gốc cây, chỉ có cuống và lá.",0,0.1,Không thấy đỉnh đọt/ngọn cây trong ảnh.,-1,0.55,"Có thể thấy một phần cuống lá dài, trơn nằm giữa các tàu lá, đủ để nhận định sơ bộ về tư thế."
078_jpg.rf.5c2430889e2c4a6d7c9e719eb99a1011,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/078_jpg.rf.5c2430889e2c4a6d7c9e719eb99a1011.jpg,True,,1304.0,169.2,640,1,0.85,"Nhiều trái dừa nhìn rõ hình dạng, kích thước, màu vỏ xanh với đốm đen, đủ để đánh giá độ chín.",0,0.2,"Chỉ thấy một phần lá phía sau bị che khuất bởi trái và cuống, không thấy rõ phiến lá để đánh giá bệnh.",0,0.15,"Không thấy rõ thân/gốc cây, chỉ có cuống hoa và lá che khuất.",0,0.1,"Không thấy đỉnh đọt/ngọn cây, ảnh chỉ tập trung vào buồng trái và cuống.",1,0.7,"Có thể thấy các cuống hoa/cuống trái dạng nhánh dài rủ xuống, cho phép nhận định phần nào về tư thế cuống, mặc dù không phải cuống lá điển hình."
128_jpg.rf.1c552598822a0005dbc387194e92b3ec,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/128_jpg.rf.1c552598822a0005dbc387194e92b3ec.jpg,True,,3471.2,118.0,640,1,0.9,"Nhiều trái dừa với kích thước, hình dạng và màu vỏ (xanh và nâu khô) thể hiện rõ, đủ để đánh giá độ chín.",0,0.2,"Chỉ thấy một phần nhỏ lá dừa ở góc dưới, không đủ diện tích phiến lá để đánh giá tình trạng bệnh lá.",0,0.15,"Không thấy rõ bề mặt thân cây, chỉ có phần cuống buồng và cụm trái che khuất phần thân chính.",0,0.1,"Không thấy đỉnh đọt/ngọn cây, ảnh chỉ tập trung vào buồng trái dừa.",0,0.15,"Không thấy rõ cuống lá dừa, chỉ có cuống buồng trái và một phần lá nhỏ ở góc ảnh."
48_jpg.rf.9198c4ace81b0b05437fd612a9298e89,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/48_jpg.rf.9198c4ace81b0b05437fd612a9298e89.jpg,True,,2290.5,122.6,640,1,0.9,"Ảnh cho thấy rõ nhiều trái dừa với vỏ màu xanh-nâu, kích thước và hình dạng rõ nét, đủ để đánh giá độ chín.",0,0.15,"Chỉ thấy một phần nhỏ lá dừa ở góc dưới, không đủ diện tích phiến lá để đánh giá tình trạng mặt lá.",0,0.1,"Không thấy rõ bề mặt thân hoặc gốc cây, chỉ có cuống và trái dừa che khuất phần thân.",0,0.1,"Không nhìn thấy đỉnh đọt/ngọn cây, ảnh tập trung vào cụm trái và cuống.",-1,0.6,"Có thể thấy các đoạn cuống lá (nhánh dài, cong) gắn với trái dừa, đủ để nhận định phần nào về tư thế cuống."
614_jpg.rf.3b800ac8ce0efae6bdb1cb432488c855,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/614_jpg.rf.3b800ac8ce0efae6bdb1cb432488c855.jpg,True,,862.7,119.9,640,1,0.95,"Chùm dừa xanh hiện rõ, kích thước và màu vỏ có thể đánh giá độ chín (dừa tươi/xanh).",0,0.2,"Chỉ thấy góc nhỏ của tàu lá phía trên, phiến lá không hiện rõ đủ để đánh giá tình trạng mặt lá.",-1,0.6,"Phần thân/bẹ phía dưới trái dừa hiện ra một phần, có thể quan sát màu sắc và bề mặt nhưng bị lá che một phần.",0,0.1,"Không thấy đỉnh đọt/ngọn cây, ảnh chỉ tập trung vào chùm trái và một phần thân/lá.",-1,0.5,"Có thể thấy phần cuống/sống lá phía trên chùm dừa, dù không rõ toàn bộ độ rủ nhưng đủ để nhận định phần nào."
668_jpg.rf.ad22b2ea82e9568026d64dc03719d029,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/668_jpg.rf.ad22b2ea82e9568026d64dc03719d029.jpg,True,,936.8,133.0,640,1,0.9,"Nhiều trái dừa màu cam-đỏ rõ ràng, hình dạng và vỏ hiện rõ đủ để đánh giá độ chín.",0,0.2,"Chỉ thấy một phần nhỏ lá/gân lá phía cạnh khung hình, không thấy rõ phiến lá để đánh giá bệnh.",-1,0.6,"Có thể thấy một phần thân/gốc phía dưới ảnh, tuy bị che khuất phần nào bởi lá và trái nhưng vẫn quan sát được bề mặt vỏ thân.",1,0.7,"Góc nhìn từ dưới lên vào khu vực đọt/ngọn với các cuống trái tụ lại, có thể quan sát phần đỉnh đọt để đánh giá tình trạng.",0,0.3,"Không thấy rõ cuống lá dài đặc trưng, chỉ thấy các nhánh nhỏ mang trái và một phần lá phụ ở góc, không đủ để đánh giá độ rủ."
722_jpg.rf.2f3b34b174d7c83bef0186f391e0dfb8,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/722_jpg.rf.2f3b34b174d7c83bef0186f391e0dfb8.jpg,True,,1469.1,142.9,640,1,0.9,"Nhiều trái dừa xanh hiện rõ, kích thước và màu vỏ đủ để đánh giá độ chín (dạng trái tươi/xanh).",0,0.3,"Chỉ thấy một phần lá phía trên và các nhánh khô, không có phiến lá rõ nét để đánh giá bệnh lá.",0,0.2,"Không thấy rõ bề mặt thân chính hay gốc cây, chỉ có các cuống và bẹ lá che khuất.",0,0.2,"Không thấy đỉnh đọt/ngọn cây, ảnh tập trung vào chùm trái và các nhánh khô.",-1,0.6,"Có thể thấy một số cuống lá và bẹ khô xung quanh chùm trái, đủ để nhận định phần nào về tình trạng cuống lá."
99_jpg.rf.c2bc412d91f490326f8fd30d447e4b32,coconut-veirf-v5,Dataset/coconut-veirf-v5/train/images/99_jpg.rf.c2bc412d91f490326f8fd30d447e4b32.jpg,True,,913.2,172.2,640,1,0.75,"Có thể thấy rõ trái dừa với vỏ xanh, kích thước và hình dạng đủ để đánh giá độ chín, dù có phần bị che khuất nhẹ bởi lá.",0,0.3,"Chỉ thấy các tàu lá và cuống lá phía xa, mờ và bị che khuất nhiều, không thấy rõ phiến lá để đánh giá bệnh trên lá.",0,0.2,"Không thấy rõ bề mặt thân chính hay gốc cây, ảnh chủ yếu là các bẹ lá và cuống, không đủ để đánh giá bệnh thân.",0,0.15,"Không thấy đỉnh đọt/ngọn cây dừa trong ảnh, chỉ có các bẹ lá và trái, không đủ để đánh giá tình trạng đọt.",-1,0.6,"Có thể thấy một số cuống lá (đoạn thân giữa bẹ và lá) ở góc trên và giữa ảnh, đủ để nhận định tư thế/độ rủ dù không hoàn toàn rõ nét."
